restaurant_id,rate,votes
24018,"""3.4/5""",13
47244,"""3.8 /5""",200
51611,"""2.5 /5""",73
8215,"""3.9/5""",146
49369,,0
40412,"""3.5 /5""",14
5193,"""3.4/5""",21
32939,"""3.7 /5""",28
36033,"""4.5 /5""",553
45279,"""4.0 /5""",242
19174,"""3.2/5""",4
11358,,0
33504,"""3.2 /5""",4
15879,"""4.5/5""",1181
3677,,0
29777,,0
13396,"""3.8/5""",101
22421,"""3.8/5""",95
13250,"""3.9/5""",23
29640,"""3.5 /5""",17
47835,,0
18019,"""3.2/5""",17
41202,"""3.7 /5""",46
29366,"""4.1 /5""",359
24144,"""3.5/5""",12
1366,"""3.4/5""",6
10091,"""3.7/5""",9
50407,"""3.3 /5""",13
41363,"""NEW""",0
90,,0
36640,"""3.5 /5""",10
22338,"""3.9/5""",681
31028,"""2.6 /5""",56
47046,"""4.1 /5""",56
35104,"""3.9 /5""",18
35666,,0
4092,"""3.7/5""",182
1126,"""3.8/5""",29
43736,"""3.9 /5""",54
20859,"""2.9/5""",7
47276,"""4.2 /5""",2747
39428,"""4.0 /5""",69
5067,"""4.2/5""",115
15199,,0
20151,"""4.0/5""",150
46053,"""4.0 /5""",417
20960,"""4.1/5""",523
2182,,0
48062,"""4.1 /5""",126
13466,"""3.4/5""",35
46975,"""4.2 /5""",167
8763,"""3.3/5""",12
32609,"""3.6 /5""",23
25175,"""4.3/5""",167
49449,"""3.0 /5""",12
567,"""4.2/5""",150
47293,"""4.2 /5""",63
25357,"""3.7/5""",57
15108,,0
45513,"""2.7 /5""",23
23,"""3.6/5""",62
8323,"""3.8/5""",208
9388,"""3.7/5""",291
45166,"""3.0 /5""",6
19856,"""3.6/5""",41
33774,,0
14188,,0
7952,"""3.3/5""",11
2492,"""4.1/5""",139
8913,,0
51659,"""4.4 /5""",1313
3951,"""3.9/5""",667
12991,,0
36904,"""3.3 /5""",4
50794,,0
17178,"""3.8/5""",510
35427,"""3.6 /5""",82
27937,"""3.6/5""",51
4177,"""NEW""",0
38753,"""3.9 /5""",747
40707,"""3.8 /5""",36
11245,,0
13936,"""3.6/5""",13
17504,"""4.3/5""",331
18637,,0
144,"""NEW""",0
16183,"""3.9/5""",582
34894,"""3.8 /5""",257
44289,,0
35200,"""3.6 /5""",47
26343,"""3.8 /5""",27
122,"""3.1/5""",6
18691,"""4.2/5""",2445
655,"""3.3/5""",6
20353,,0
20855,"""3.3/5""",4
26366,,0
12479,"""3.7/5""",17
40721,"""4.1 /5""",123
22736,"""3.8/5""",561
50672,,0
8841,,0
34342,,0
42482,"""3.5 /5""",21
39693,"""2.9 /5""",20
47494,"""4.0 /5""",363
3918,"""3.0/5""",68
34591,,0
40456,"""NEW""",0
29985,"""4.4 /5""",326
1029,"""3.6/5""",137
20651,"""3.6/5""",11
7000,,0
51572,"""3.3 /5""",6
23023,"""3.2/5""",34
13500,"""3.8/5""",307
30819,"""3.8 /5""",50
23241,"""3.3/5""",177
31009,,0
27607,"""3.4/5""",11
45320,"""3.9 /5""",71
37268,"""3.5 /5""",18
16232,"""3.9/5""",121
41119,"""3.7 /5""",198
4914,"""3.0/5""",8
16072,,0
9410,"""4.1/5""",1003
39927,"""3.3 /5""",5
34896,"""4.1 /5""",391
39542,"""3.3 /5""",7
33810,"""4.4 /5""",1856
41882,,0
49952,"""3.8 /5""",244
48853,"""3.9 /5""",406
7681,"""4.0/5""",180
25254,"""4.3/5""",332
37244,"""4.0 /5""",213
46465,"""3.1 /5""",94
33844,"""3.7 /5""",47
46139,"""4.0 /5""",617
27627,"""3.7/5""",24
12232,"""3.7/5""",129
2420,,0
43608,"""3.2 /5""",7
18796,"""3.6/5""",133
23522,"""4.0/5""",911
28440,"""4.1 /5""",3006
1245,"""4.2/5""",248
37252,"""3.6 /5""",23
41635,"""3.7 /5""",126
9807,"""4.7/5""",14654
31982,"""4.8 /5""",482
32292,"""3.6 /5""",140
38757,"""4.2 /5""",620
8946,"""3.2/5""",23
26341,"""3.2 /5""",4
47668,"""3.8 /5""",263
16119,,0
32196,"""4.1 /5""",172
14818,"""3.6/5""",76
16274,"""NEW""",0
10358,,0
20014,"""3.9/5""",181
33780,"""4.0 /5""",87
49270,"""4.2 /5""",7330
7799,"""3.3/5""",6
42464,"""3.9 /5""",33
11670,"""4.0/5""",23
26439,"""3.2 /5""",7
6145,"""4.3/5""",788
23571,,0
31166,"""3.3 /5""",5
4786,,0
50331,"""4.0 /5""",55
39009,"""3.3 /5""",19
14629,"""4.3/5""",570
6174,"""4.0/5""",113
2587,"""3.8/5""",71
48977,"""3.5 /5""",32
25516,"""3.5/5""",20
28308,"""4.8 /5""",460
37677,"""4.0 /5""",3232
7610,"""4.1/5""",515
17844,"""3.7/5""",72
35114,"""3.7 /5""",329
21321,,265
2156,,0
50998,,0
32041,"""4.5 /5""",3163
28987,"""3.3 /5""",293
6561,"""3.1/5""",46
376,"""3.5/5""",155
39791,"""3.8 /5""",266
10883,"""4.2/5""",2616
12104,"""3.6/5""",21
1722,"""3.7/5""",28
49232,"""3.5 /5""",43
30724,"""3.2 /5""",5
17870,,0
34861,"""3.7 /5""",46
22091,"""4.0/5""",258
21857,"""4.2/5""",95
35665,"""3.8 /5""",16
28731,"""3.8 /5""",289
3443,"""4.2 /5""",2049
13193,,0
8118,"""3.5/5""",20
40674,"""3.3 /5""",184
35168,"""4.2 /5""",53
51670,"""3.8 /5""",26
27307,"""3.9/5""",337
8100,"""3.6/5""",20
32278,"""4.1 /5""",18
39384,"""3.6 /5""",11
5158,"""4.4/5""",2860
1505,"""3.5/5""",283
7184,"""3.9/5""",50
14242,,0
31536,"""NEW""",0
33223,"""4.1 /5""",724
36897,"""3.6 /5""",54
49828,"""NEW""",0
19200,"""3.1/5""",43
35445,"""3.6 /5""",51
11132,"""3.6/5""",10
46362,"""3.9 /5""",360
36723,"""3.8 /5""",4660
5352,"""4.3/5""",763
22261,"""4.0/5""",77
12490,"""4.3/5""",655
23555,"""3.7/5""",51
2585,"""3.6/5""",34
47854,,0
28455,"""4.5 /5""",548
22388,"""NEW""",0
44960,"""3.7 /5""",27
3513,"""3.5/5""",21
18747,"""NEW""",0
28673,"""4.2 /5""",190
36145,,0
12138,"""3.5/5""",75
35007,"""3.9 /5""",327
30169,"""3.9 /5""",1389
10489,"""3.7/5""",46
50250,"""3.6 /5""",10
12766,"""4.0/5""",195
44984,"""3.0 /5""",25
13308,"""4.3/5""",2658
36777,"""4.1 /5""",895
48788,"""4.3 /5""",612
16601,"""3.8/5""",112
46788,"""2.9 /5""",96
29052,"""3.7 /5""",31
7007,"""NEW""",0
33565,,0
44325,"""3.0 /5""",99
5383,"""4.1/5""",152
35429,"""4.1 /5""",804
27811,"""3.2/5""",42
18886,"""3.8/5""",166
39083,"""3.8 /5""",38
26378,"""3.3 /5""",5
24662,"""3.5/5""",9
26067,"""2.9 /5""",48
19447,"""4.0/5""",510
2918,"""4.4/5""",181
2531,"""2.9/5""",62
11899,"""4.0/5""",929
43541,"""4.1 /5""",118
47931,"""3.3 /5""",33
49590,"""3.9 /5""",106
20404,,0
27687,,0
12443,"""3.5/5""",17
41571,"""4.0 /5""",157
24306,"""3.0/5""",119
31583,"""3.3 /5""",9
46603,,0
30018,"""3.7 /5""",42
21128,,143
13749,,0
1372,"""4.1/5""",1000
6075,"""4.3/5""",446
45336,,0
7843,"""3.4/5""",13
29259,"""4.6 /5""",653
44530,"""4.0 /5""",124
13047,"""3.7/5""",80
10210,"""4.0 /5""",138
46383,"""4.1 /5""",428
36326,,0
47104,"""3.2 /5""",9
4373,"""3.2/5""",4
33434,"""-""",0
34804,"""4.2 /5""",170
43542,"""4.2 /5""",288
19310,"""4.1/5""",207
7585,"""NEW""",0
16628,"""3.7/5""",19
12279,,0
32037,"""4.7 /5""",4447
11689,"""3.8/5""",97
50995,,0
15452,"""4.0/5""",102
426,,0
12435,"""3.9/5""",66
37045,"""3.4 /5""",11
44308,,0
17459,"""3.8/5""",32
45445,,0
45800,"""4.4 /5""",221
2466,"""3.9/5""",1337
39775,"""3.0 /5""",106
38369,"""NEW""",0
16389,"""3.5/5""",14
4224,"""3.6/5""",20
39631,"""3.4 /5""",36
10081,"""3.8/5""",38
14347,,0
4576,"""4.0/5""",107
7964,"""3.5/5""",180
6954,"""3.1/5""",158
5846,"""4.4/5""",69
6442,,0
41623,"""4.1 /5""",85
13566,"""NEW""",0
34532,,0
21293,"""4.3 /5""",2447
4861,"""3.9/5""",125
42734,"""4.0 /5""",380
22866,"""3.2/5""",35
44725,"""4.1 /5""",880
27052,"""3.4/5""",34
9685,"""3.3/5""",4
24961,"""3.7/5""",93
4805,"""4.4/5""",1496
41201,"""3.6 /5""",32
49699,"""3.6 /5""",23
23860,"""4.5/5""",1181
4961,"""3.3/5""",6
18721,"""NEW""",0
43733,"""4.1 /5""",215
13405,,0
7492,"""2.2/5""",479
16806,"""4.1/5""",1324
48138,"""3.7 /5""",15
40290,"""4.0 /5""",280
19235,"""3.1/5""",6
33470,"""3.6 /5""",61
20165,"""3.7/5""",21
9788,"""4.5/5""",3902
9240,"""4.2/5""",532
1476,"""3.8/5""",89
48132,"""4.0 /5""",210
21039,"""4.5 /5""",4455
32989,"""4.2 /5""",166
30055,"""3.5 /5""",8
30720,,0
4085,"""4.0/5""",213
37405,,0
45603,"""3.5 /5""",11
26926,"""4.2/5""",1542
9125,"""3.6/5""",163
28403,"""4.9 /5""",2227
14951,"""4.2/5""",740
34837,"""4.3 /5""",148
43960,,0
7305,,0
42086,"""3.4 /5""",19
8462,"""3.7/5""",93
15757,"""4.3/5""",597
32399,"""3.7 /5""",27
25928,"""3.7/5""",34
34397,"""3.5 /5""",15
51716,"""3.4 /5""",13
343,"""3.7/5""",30
48767,"""4.0 /5""",521
17445,"""NEW""",0
7581,,0
48512,,0
12525,"""4.1/5""",853
4667,"""NEW""",0
16648,"""3.8/5""",93
40200,"""3.4 /5""",9
41612,"""4.2 /5""",176
19664,"""3.7/5""",118
35592,"""4.1 /5""",1855
13888,"""3.0/5""",13
24011,"""3.9/5""",110
35539,"""4.4 /5""",481
20058,"""3.9/5""",919
32945,"""3.6 /5""",37
39901,"""3.8 /5""",177
42838,"""4.0 /5""",190
28089,,0
14251,"""3.3/5""",4
559,"""4.1/5""",775
19844,"""4.1/5""",799
19110,"""3.3/5""",69
50201,"""3.2 /5""",23
35423,"""2.9 /5""",95
5378,"""4.0/5""",78
48821,"""4.2 /5""",264
47112,"""2.4 /5""",71
22829,"""3.4/5""",4
20615,"""2.6/5""",18
27804,"""3.8/5""",4648
47425,"""4.2 /5""",93
14401,,0
17115,"""3.2/5""",4
34639,,0
11889,"""4.1/5""",402
6185,"""4.3/5""",1133
50711,,0
44948,"""4.1 /5""",880
10680,"""3.0/5""",39
1257,,0
2771,"""4.0/5""",89
3990,"""3.6/5""",20
35064,"""4.6 /5""",121
6138,"""4.2/5""",858
6357,"""4.0/5""",102
20764,,0
46105,"""4.3 /5""",4239
39371,"""2.7 /5""",406
43940,"""3.9 /5""",23
22826,"""3.4/5""",12
18156,"""4.1/5""",1052
4598,,0
28847,"""3.0 /5""",18
28404,"""4.7 /5""",3625
24909,"""3.9/5""",28
21775,"""3.8/5""",584
14194,"""3.4/5""",23
47468,"""3.6 /5""",12
17767,"""3.7/5""",32
25608,"""3.4/5""",6
22054,"""4.1/5""",306
654,"""3.7/5""",237
29127,"""3.2 /5""",30
27446,"""2.6/5""",74
25313,"""4.0/5""",177
10964,"""3.9/5""",484
18246,,0
37280,"""3.0 /5""",16
32069,"""4.1 /5""",819
2537,"""3.3/5""",4
11118,"""3.7/5""",244
45813,"""4.0 /5""",1137
9357,"""4.4/5""",3870
697,"""3.8/5""",64
12886,"""4.0/5""",89
22128,"""3.3/5""",4
13514,"""3.8/5""",50
35941,"""4.4 /5""",2511
46962,"""4.3 /5""",968
50947,"""4.1 /5""",58
9079,"""NEW""",0
48859,"""3.0 /5""",120
43815,"""3.4 /5""",5
33237,"""3.4 /5""",9
7253,,0
25787,,0
35959,"""3.5 /5""",17
37403,,0
18422,,0
18830,"""3.3/5""",5
47978,"""4.0 /5""",49
48870,"""3.6 /5""",44
50815,,0
15292,"""3.2/5""",6
50262,"""4.4 /5""",1980
21054,"""3.7 /5""",420
9513,"""3.8/5""",67
31582,"""3.4 /5""",11
41316,"""4.0 /5""",73
37867,"""4.2 /5""",84
13104,"""3.6/5""",31
32713,"""3.4 /5""",10
6365,"""4.0/5""",47
40203,"""3.9 /5""",47
31632,"""NEW""",0
48342,"""3.6 /5""",118
40942,"""4.0 /5""",741
15154,"""2.9/5""",56
50366,,0
6276,"""3.8/5""",96
19744,"""3.6/5""",47
36733,"""4.1 /5""",442
41741,"""3.1 /5""",253
48601,"""3.8 /5""",110
7571,"""3.5/5""",11
34752,"""4.1 /5""",354
10318,"""3.5 /5""",11
41397,"""3.6 /5""",54
30140,"""3.8 /5""",75
21219,"""3.7 /5""",20
8276,"""4.2/5""",2616
51042,"""4.9 /5""",3004
24635,"""3.4/5""",10
27702,"""NEW""",0
28637,"""3.5 /5""",11
22049,"""3.8/5""",267
18350,,0
35038,"""3.9 /5""",184
46084,"""3.9 /5""",271
10962,"""4.0/5""",957
39395,"""4.2 /5""",984
21323,"""4.1 /5""",592
23544,"""3.7/5""",40
33543,"""3.5 /5""",6
43830,"""3.8 /5""",623
46960,"""4.9 /5""",1985
47797,"""NEW""",0
20230,"""4.6/5""",1024
18626,"""3.7/5""",14
16694,"""3.3/5""",4
6082,"""4.4/5""",484
28943,"""4.3 /5""",316
9706,"""3.8/5""",30
19268,"""4.7/5""",14956
13741,"""3.3/5""",6
16479,"""3.7/5""",86
42594,"""4.1 /5""",110
25300,"""2.7/5""",64
2018,"""2.9/5""",59
30832,"""3.5 /5""",16
40772,"""3.6 /5""",113
17728,"""3.6/5""",8
13368,"""4.4/5""",808
48238,"""4.5 /5""",875
18469,"""3.2/5""",4
5666,"""4.0/5""",47
19480,"""NEW""",0
41435,"""4.0 /5""",174
38960,"""3.7 /5""",49
21819,"""3.5/5""",11
45386,"""3.8 /5""",18
28969,"""4.0 /5""",344
282,"""4.2/5""",179
28757,"""3.5 /5""",10
29964,"""4.1 /5""",258
41975,"""2.8 /5""",53
20556,"""3.3/5""",5
38954,"""3.8 /5""",19
44051,"""3.5 /5""",28
31047,,0
1026,"""3.9/5""",435
7986,"""3.7/5""",116
16131,"""3.3/5""",7
30015,"""4.0 /5""",1515
35874,"""3.1 /5""",11
26586,"""4.2/5""",224
15918,"""3.4/5""",6
10996,"""4.0/5""",508
31936,,0
21376,"""3.7 /5""",31
37593,"""3.9 /5""",234
41131,"""3.6 /5""",106
36302,"""NEW""",0
38076,"""3.7 /5""",50
37406,,0
24879,"""3.8/5""",44
23756,"""3.8/5""",27
36918,"""3.4 /5""",357
10004,"""3.3/5""",6
11890,"""3.9/5""",169
970,"""3.4/5""",13
30246,"""3.8 /5""",22
24618,"""2.8/5""",60
49498,"""3.6 /5""",15
9465,"""3.7/5""",127
36769,"""4.4 /5""",331
19787,"""3.6/5""",21
49922,"""2.8 /5""",92
31598,,0
40740,"""3.4 /5""",34
9325,"""3.1/5""",248
29142,"""3.2 /5""",5
7424,"""3.2/5""",5
13782,,0
15346,"""NEW""",0
12166,"""2.8/5""",20
32352,"""4.1 /5""",192
1815,"""3.8/5""",186
26669,"""3.3/5""",910
8686,"""3.7/5""",32
29844,"""4.1 /5""",67
13638,"""3.2/5""",9
42231,"""4.6 /5""",2293
35107,"""4.4 /5""",364
14272,"""3.8/5""",237
17947,"""3.0/5""",143
35066,"""3.8 /5""",71
2508,"""4.2/5""",731
31191,"""3.9 /5""",41
43909,"""4.5 /5""",8414
22776,,0
15859,"""3.2/5""",22
17449,,0
32359,"""2.3 /5""",298
615,"""3.0/5""",98
12221,"""3.4/5""",36
8498,"""2.3/5""",298
5246,"""3.5/5""",22
33679,"""4.2 /5""",603
44512,,0
12893,"""4.0/5""",787
34200,"""NEW""",0
2912,,0
24035,"""4.5/5""",1181
22595,"""3.5/5""",10
11149,"""3.9/5""",315
45089,"""3.1 /5""",8
2491,"""3.8/5""",74
41115,"""3.9 /5""",52
38704,"""4.3 /5""",330
14233,"""3.4/5""",5
4922,"""3.8/5""",54
15678,"""3.8/5""",52
45635,"""3.4 /5""",8
34336,"""3.8 /5""",81
4182,"""2.8/5""",39
26838,"""NEW""",0
26408,"""3.4 /5""",6
6430,"""3.3/5""",4
42878,"""3.4 /5""",4
1759,,0
51130,,0
42874,"""3.9 /5""",58
40370,"""3.6 /5""",6
260,"""3.5/5""",90
16123,"""4.0/5""",153
32711,"""4.1 /5""",3006
5565,"""4.0/5""",176
24819,,0
44297,"""NEW""",0
19039,,0
29943,"""3.1 /5""",53
44186,"""3.5 /5""",6
10189,"""2.9/5""",7
37961,"""4.3 /5""",864
32795,"""3.9 /5""",157
41762,"""4.1 /5""",123
20514,"""3.7/5""",67
34749,"""4.0 /5""",281
17861,"""3.6/5""",17
32889,"""3.7 /5""",101
31796,"""3.4 /5""",7
23045,"""3.5/5""",11
49746,"""3.8 /5""",70
29836,"""4.1 /5""",778
10410,"""3.9/5""",363
18017,"""3.6/5""",12
38055,"""2.5 /5""",34
46064,"""4.3 /5""",962
43823,"""4.3 /5""",485
25518,"""3.9/5""",116
13775,,0
45917,"""3.3 /5""",4
16631,"""3.7/5""",483
32834,"""3.4 /5""",9
29819,"""2.6 /5""",61
7636,"""3.7/5""",25
24642,"""3.4/5""",5
19016,"""4.0/5""",108
45482,,0
31314,"""4.0 /5""",797
3454,"""4.0 /5""",201
14527,,0
33208,,0
35458,"""3.1 /5""",13
41477,"""3.4 /5""",6
29726,"""2.8 /5""",261
24553,,0
15398,"""4.1/5""",1447
27479,"""3.6/5""",23
42802,,0
28985,"""3.8 /5""",49
20628,"""3.7/5""",36
10993,"""4.0/5""",1014
11761,"""4.3/5""",527
33747,,0
41242,,0
11666,"""3.8/5""",260
14866,"""4.2/5""",133
12560,"""4.5/5""",8382
12987,,0
15067,"""3.3/5""",5
15788,"""3.9/5""",3831
16208,"""3.7/5""",21
15317,"""4.2/5""",142
20291,"""3.9/5""",892
24449,"""3.4/5""",12
37639,"""3.9 /5""",109
35201,"""3.7 /5""",32
9035,"""3.0/5""",57
1422,"""3.6/5""",70
24127,"""3.8/5""",31
47535,"""3.9 /5""",367
772,"""4.1/5""",364
28966,"""3.6 /5""",220
37540,"""4.4 /5""",1592
24627,"""3.7/5""",53
1907,"""4.3/5""",132
26552,"""4.4/5""",360
35486,"""3.8 /5""",117
45987,"""3.6 /5""",22
36589,"""3.8 /5""",19
998,"""3.7/5""",65
36399,"""4.2 /5""",706
45119,"""4.2 /5""",631
29301,"""3.9 /5""",421
42869,"""3.9 /5""",175
38561,"""3.7 /5""",15
47698,,0
6769,"""3.7/5""",23
16191,"""4.3/5""",287
2454,"""NEW""",0
8270,"""4.5/5""",3125
45225,"""3.3 /5""",4
8313,"""2.9/5""",7
5681,,0
51614,"""3.2 /5""",5
12566,"""4.6/5""",2341
8846,"""3.8/5""",208
4710,"""3.6/5""",15
45133,"""3.7 /5""",217
4258,"""3.5/5""",28
18339,"""3.3/5""",5
40357,"""4.0 /5""",89
46877,,0
41235,"""3.4 /5""",20
14676,"""3.3/5""",238
32850,"""3.5 /5""",12
13853,"""3.6/5""",28
9100,,0
11645,"""3.7/5""",145
49996,"""3.4 /5""",7
4346,,0
31722,"""3.4 /5""",5
16312,"""3.5/5""",16
7928,"""2.7/5""",442
39879,,0
40439,,0
17369,"""4.3/5""",715
6631,"""4.2/5""",538
36653,"""3.8 /5""",56
1097,"""NEW""",0
1808,,0
39859,"""NEW""",0
5368,"""3.8/5""",106
7051,"""4.0/5""",458
35156,"""3.6 /5""",11
25528,"""2.9/5""",38
4662,"""3.1/5""",35
17195,"""3.8/5""",34
19497,"""3.3/5""",42
28926,"""4.6 /5""",1590
18450,"""NEW""",0
13623,"""3.5/5""",13
3867,"""NEW""",0
20892,"""3.4/5""",8
17984,"""3.1/5""",30
1936,"""3.5/5""",11
41756,"""3.0 /5""",47
14564,"""3.8/5""",76
47195,"""4.0 /5""",617
35872,"""3.5 /5""",283
1107,"""4.0/5""",869
22838,"""3.7/5""",17
45366,"""4.1 /5""",1098
13931,,0
43674,"""3.4 /5""",7
9947,"""3.9/5""",1388
47358,"""3.6 /5""",60
43440,"""3.3 /5""",6
30865,"""3.2 /5""",6
51107,"""4.3 /5""",267
41234,"""3.1 /5""",68
12990,,0
26547,"""3.2/5""",4
45524,"""NEW""",0
12390,"""4.3/5""",569
40946,"""3.2 /5""",503
15240,"""3.2/5""",17
50577,"""4.2 /5""",2283
10080,"""3.3/5""",4
17118,"""3.1/5""",7
35281,"""3.7 /5""",53
44102,"""3.5 /5""",27
30656,,0
20579,"""3.5/5""",132
44030,"""3.7 /5""",15
42245,"""3.9 /5""",464
22628,,0
3874,"""3.9/5""",94
17365,"""4.4/5""",366
25955,,0
24384,"""3.1/5""",8
41691,"""3.4 /5""",4
34092,"""3.0 /5""",39
8079,"""3.2/5""",5
50909,"""3.3 /5""",7
46100,"""3.2 /5""",8
23422,,0
13842,"""3.5/5""",8
12492,"""NEW""",0
4748,"""3.0/5""",6
16203,"""4.1/5""",119
24334,,0
35242,"""3.3 /5""",7
41192,"""3.4 /5""",8
19701,"""3.1/5""",9
46059,"""4.2 /5""",6998
3750,"""4.4/5""",2182
45649,"""4.0 /5""",143
40565,"""4.5 /5""",48
4403,"""4.0/5""",119
42831,,0
25599,"""2.6/5""",254
24520,"""3.2/5""",4
1467,"""3.7/5""",43
43479,"""3.8 /5""",151
51302,"""3.5 /5""",54
48353,"""3.7 /5""",16
29329,"""3.8 /5""",47
29524,"""3.7 /5""",21
3012,"""3.9/5""",142
14581,"""4.1/5""",163
1802,"""3.6/5""",10
48216,"""4.4 /5""",314
14097,"""3.5/5""",148
1368,"""NEW""",0
20314,"""4.9/5""",2202
47451,"""4.3 /5""",2053
5949,"""4.4/5""",2090
42986,,0
38170,"""4.3 /5""",3150
17381,"""NEW""",0
1032,"""3.7/5""",170
6012,"""3.3/5""",11
33315,,0
16548,"""3.7/5""",40
48185,"""4.2 /5""",2747
37381,,0
31890,"""3.7 /5""",112
47191,"""3.4 /5""",11
16761,"""3.5/5""",694
42130,"""3.6 /5""",38
12834,"""3.4/5""",10
46976,"""4.2 /5""",471
24317,"""3.9/5""",751
22042,"""3.5/5""",11
37051,"""NEW""",0
29910,"""4.5 /5""",261
1176,"""NEW""",0
43294,"""4.1 /5""",1739
38850,"""3.7 /5""",125
5259,"""4.1/5""",68
36782,"""3.9 /5""",475
15673,,0
2746,"""3.7/5""",47
27709,,0
5375,"""4.2/5""",391
26280,"""3.8 /5""",72
365,"""3.8/5""",101
37391,,0
41723,"""4.1 /5""",685
7788,"""3.7/5""",690
50535,"""4.1 /5""",1755
13878,"""NEW""",0
44635,,0
27847,"""3.8/5""",69
42472,"""3.0 /5""",7
30196,"""3.8 /5""",254
24275,"""NEW""",0
4041,"""4.0/5""",250
12534,"""4.3/5""",527
5702,,0
32387,"""3.5 /5""",29
1241,,0
43858,"""4.3 /5""",2272
15426,"""3.8/5""",61
45403,,0
19640,"""3.9/5""",439
39496,"""3.3 /5""",239
995,"""4.0/5""",117
50526,"""3.3 /5""",8
42995,"""4.1 /5""",121
1144,"""4.0/5""",107
34562,"""3.6 /5""",14
940,"""4.0/5""",126
38946,"""NEW""",0
32511,"""4.0 /5""",39
43582,"""3.4 /5""",70
1045,"""3.9/5""",320
47071,"""3.7 /5""",24
29957,"""3.8 /5""",267
43556,"""4.0 /5""",789
27755,"""4.1/5""",324
5126,"""3.4/5""",69
22635,"""NEW""",0
49132,"""3.8 /5""",83
43963,,0
46968,"""4.0 /5""",610
7948,"""3.3/5""",387
28129,"""2.6/5""",16
2941,"""3.9/5""",36
628,"""NEW""",0
34993,"""2.3 /5""",298
9130,"""2.9/5""",7
6500,,0
39735,"""3.9 /5""",250
40256,"""4.4 /5""",2127
25359,"""3.8/5""",173
38366,"""3.2 /5""",6
20877,"""4.2/5""",95
16845,"""3.4/5""",4
18829,"""4.0/5""",153
40343,"""4.2 /5""",168
45566,"""4.1 /5""",76
21849,"""3.3/5""",42
51283,"""3.3 /5""",9
11098,"""3.8/5""",49
20141,"""3.6/5""",23
4711,"""3.5/5""",137
31113,"""4.2 /5""",1063
31277,"""NEW""",0
29044,"""3.5 /5""",15
42038,"""4.0 /5""",44
51227,,0
26106,"""3.7 /5""",30
16779,"""3.9/5""",54
15592,"""4.1/5""",617
49599,"""3.8 /5""",37
20932,"""3.7/5""",26
25121,,0
50847,"""3.8 /5""",37
38288,"""3.6 /5""",35
39465,"""4.1 /5""",253
17805,"""4.0/5""",528
14020,"""3.1/5""",10
48799,"""4.0 /5""",941
7634,"""4.0/5""",156
32211,"""3.8 /5""",22
34994,"""2.5 /5""",47
27963,"""3.4/5""",7
45340,"""3.7 /5""",28
14693,"""3.7/5""",80
19767,"""3.7/5""",28
41637,"""3.8 /5""",60
33124,"""3.7 /5""",26
12164,"""3.9/5""",117
5638,"""4.4/5""",2039
19379,,0
13498,"""3.3/5""",211
33246,"""3.7 /5""",20
28123,"""NEW""",0
15160,"""3.8/5""",60
11968,"""3.0/5""",108
2497,"""4.6/5""",1755
13704,"""3.0/5""",22
45417,,0
45657,"""3.2 /5""",35
30173,"""3.8 /5""",46
34380,"""3.6 /5""",21
9082,"""NEW""",0
27125,,0
27979,,0
44755,"""4.5 /5""",132
1684,,0
14176,,0
25591,"""3.4/5""",24
38317,,0
48223,"""4.3 /5""",2282
15463,"""3.5/5""",11
43920,"""4.4 /5""",134
19142,"""4.3/5""",449
46061,"""4.3 /5""",3659
33873,"""3.8 /5""",480
13932,"""3.1/5""",64
30339,"""2.9 /5""",36
47925,"""NEW""",0
30071,"""3.7 /5""",195
8884,"""3.4/5""",7
43522,"""2.5 /5""",22
39420,"""3.6 /5""",70
11808,"""3.5/5""",57
6937,"""3.2/5""",835
27465,"""4.1/5""",1326
15550,,0
40548,"""3.7 /5""",23
50573,"""3.7 /5""",837
32299,"""3.9 /5""",193
3601,"""3.7/5""",50
444,"""3.7/5""",0
36778,"""4.1 /5""",2451
45576,"""3.6 /5""",19
30700,,0
33696,"""4.0 /5""",187
40810,,0
32649,"""3.3 /5""",5
23139,,0
6629,"""4.2/5""",2020
308,"""2.6/5""",231
44435,"""4.1 /5""",638
10044,,0
25694,,0
37817,"""3.5 /5""",58
27550,"""3.1/5""",223
48369,"""2.8 /5""",46
47480,"""3.1 /5""",23
16323,"""3.9/5""",22
39819,"""3.3 /5""",4
30835,,0
36045,"""NEW""",0
35300,"""3.8 /5""",40
19152,"""4.0/5""",58
48089,"""3.5 /5""",10
23887,"""3.6/5""",14
28492,"""4.2 /5""",344
5113,"""4.1/5""",94
47745,"""3.7 /5""",32
15694,"""2.9/5""",56
17803,"""3.6/5""",25
46206,"""3.9 /5""",1176
29579,"""3.8 /5""",19
46498,,0
47520,"""3.8 /5""",111
11021,"""NEW""",0
39082,"""3.7 /5""",18
21028,"""3.3/5""",11
11639,"""4.0/5""",85
29506,"""3.6 /5""",221
34085,"""4.2 /5""",117
5989,"""3.8/5""",69
2101,"""NEW""",0
18487,"""4.3/5""",203
26225,"""3.9 /5""",62
9497,,0
37160,"""3.6 /5""",221
32131,,0
11628,"""4.2/5""",618
20080,"""3.9/5""",261
50834,"""3.2 /5""",217
41309,"""3.5 /5""",11
25927,"""3.8/5""",109
7228,,0
28140,"""4.3/5""",169
31002,,0
3015,"""4.4/5""",1224
23042,"""3.2/5""",5
41846,"""3.5 /5""",19
14338,"""NEW""",0
11069,"""3.6/5""",19
31101,"""4.1 /5""",1570
