restaurant_id,rate,votes
45877,"""4.0 /5""",244
19612,"""3.9/5""",183
9003,"""3.8/5""",36
3082,"""4.2/5""",244
45563,"""4.0 /5""",42
33930,"""4.4 /5""",1574
45689,"""3.3 /5""",6
17890,"""4.4/5""",2558
23511,"""3.9/5""",190
8744,"""3.4/5""",11
24333,,0
19924,"""3.6/5""",41
21460,,0
48516,,0
11351,,0
37144,"""3.9 /5""",74
43532,"""4.4 /5""",180
36697,"""4.4 /5""",3676
40840,,0
16374,"""3.6/5""",17
48465,"""3.6 /5""",125
8052,"""3.6/5""",68
1256,"""3.0/5""",7
49982,"""3.7 /5""",25
29030,"""3.6 /5""",68
20255,"""3.6/5""",6
35851,"""NEW""",0
8341,"""4.7/5""",1022
49455,"""NEW""",0
19052,"""4.2/5""",241
2572,"""3.2/5""",395
37753,"""3.6 /5""",96
14754,"""3.8/5""",44
26023,,0
10774,,0
15712,"""3.4/5""",24
29289,"""4.0 /5""",1864
26825,"""3.2/5""",85
6913,"""4.2/5""",78
5345,"""3.2/5""",5
38199,"""3.7 /5""",34
44382,"""4.1 /5""",250
24158,"""3.7/5""",301
49594,"""3.9 /5""",179
23652,"""3.9/5""",315
16200,"""3.5/5""",12
24910,"""3.7/5""",118
6305,"""3.8/5""",194
39876,"""3.3 /5""",6
2360,"""3.2/5""",5
7013,,0
39225,"""3.5 /5""",12
27112,"""3.6/5""",74
48785,"""4.3 /5""",3498
4131,"""4.2/5""",7193
22265,"""2.7/5""",85
29804,"""3.3 /5""",12
16184,"""2.8/5""",227
34850,"""3.7 /5""",28
44831,"""4.0 /5""",454
50822,"""2.8 /5""",68
27651,"""3.5/5""",283
7456,,0
22905,"""NEW""",0
46172,"""3.5 /5""",7
25322,"""3.7/5""",118
33252,,0
15306,"""3.6/5""",16
15286,,0
28288,"""3.4/5""",9
28268,"""NEW""",0
12120,"""2.2/5""",406
33118,"""3.7 /5""",47
19553,"""3.7/5""",15
44356,,0
34539,,0
13572,"""3.3/5""",7
42260,"""4.2 /5""",383
28204,"""3.9/5""",68
32389,"""3.6 /5""",221
48639,"""3.5 /5""",30
51472,"""3.7 /5""",38
35265,"""3.6 /5""",21
24954,,0
5123,"""3.5/5""",55
877,"""3.3/5""",177
31271,"""4.0 /5""",576
22256,"""NEW""",0
15558,,0
27042,"""3.5/5""",59
6767,"""2.8/5""",161
9715,"""3.3/5""",21
22937,"""3.6/5""",10
9575,"""3.1/5""",53
12322,"""NEW""",0
29280,"""4.7 /5""",3628
26806,"""3.8/5""",38
29720,"""3.4 /5""",17
9815,"""NEW""",0
9338,"""3.7/5""",69
5258,"""3.9/5""",148
15193,"""4.0/5""",32
9396,"""3.1/5""",6
35534,"""3.4 /5""",31
50886,"""3.4 /5""",7
38099,"""3.8 /5""",99
3801,,0
28397,"""4.5 /5""",3950
14863,"""3.8/5""",201
42093,,0
28141,,0
6790,"""4.1/5""",142
48368,"""3.7 /5""",57
21010,"""3.4/5""",9
44769,"""4.0 /5""",220
32991,"""4.0 /5""",457
31514,"""3.7 /5""",434
40979,"""2.9 /5""",10
4462,"""3.4/5""",10
19849,"""3.8/5""",924
6142,"""4.1/5""",853
17495,"""4.5/5""",1508
38220,"""3.3 /5""",6
27637,"""3.6/5""",34
49560,"""4.0 /5""",88
12160,"""3.7/5""",68
6632,"""3.9/5""",23
32526,"""3.6 /5""",95
41844,"""3.5 /5""",47
47712,"""3.8 /5""",81
33868,"""4.0 /5""",63
35425,"""3.9 /5""",61
34059,"""4.0 /5""",109
10245,,0
43151,"""4.2 /5""",515
34188,"""3.7 /5""",52
18113,"""4.1/5""",124
39393,"""4.4 /5""",375
12652,"""4.1/5""",115
40511,"""4.4 /5""",1184
37611,"""4.5 /5""",7871
15439,"""3.1/5""",112
36984,"""4.0 /5""",99
32724,"""4.1 /5""",271
39829,"""3.3 /5""",5
13655,"""NEW""",0
44711,"""3.9 /5""",123
33634,"""4.3 /5""",567
46131,"""4.0 /5""",108
12702,"""4.1/5""",297
16144,,0
39353,"""4.2 /5""",2029
6385,"""3.9/5""",55
19632,"""3.7/5""",23
29989,"""3.7 /5""",215
49284,,0
30231,"""3.7 /5""",41
18013,,0
4339,,0
38421,"""3.5 /5""",8
4745,"""3.3/5""",12
42119,"""3.6 /5""",106
33768,"""3.3 /5""",4
47558,"""3.4 /5""",36
43138,"""3.9 /5""",38
8965,"""3.9/5""",191
32579,"""3.8 /5""",43
14548,"""3.4/5""",16
10507,"""3.6/5""",61
45709,"""4.0 /5""",288
44883,"""4.1 /5""",536
285,"""3.7/5""",323
33744,,0
27359,"""3.9/5""",1189
638,"""3.6/5""",55
27838,"""4.2/5""",676
28762,"""3.6 /5""",97
23267,"""3.5/5""",65
21971,"""3.0/5""",102
44518,"""NEW""",0
29335,"""4.6 /5""",7122
48240,"""4.0 /5""",57
17556,"""4.2/5""",405
10828,"""3.0/5""",32
46629,"""3.9 /5""",36
36578,"""4.4 /5""",683
2654,"""3.0/5""",73
9908,"""3.5/5""",4
16690,"""3.4/5""",9
29939,"""3.9 /5""",44
3383,"""3.3 /5""",8
12002,"""3.2/5""",9
36750,"""4.2 /5""",533
50151,"""3.7 /5""",296
29613,"""3.6 /5""",8
25005,"""3.4/5""",122
19010,"""4.1/5""",360
14739,"""3.6/5""",68
22654,"""3.1/5""",223
16045,"""3.3/5""",6
32497,"""4.0 /5""",314
12557,"""4.7/5""",3920
10790,"""3.7/5""",27
4512,"""3.7/5""",19
50167,"""3.8 /5""",88
18577,,0
44187,"""3.8 /5""",43
37590,"""4.4 /5""",1178
4639,"""3.3/5""",4
6684,"""4.2/5""",1418
13697,,0
2315,"""3.4/5""",48
8616,"""4.1/5""",119
50702,"""3.2 /5""",4
13575,"""3.2/5""",63
26695,"""3.6/5""",10
18231,"""3.8/5""",29
49069,"""3.7 /5""",66
1925,"""3.3/5""",4
26032,"""3.9 /5""",118
7213,,0
7591,"""NEW""",0
29426,"""3.3 /5""",25
5225,"""4.0/5""",90
21302,"""4.1 /5""",783
33489,"""3.6 /5""",34
20647,"""3.4/5""",19
28214,"""4.2/5""",703
12798,"""3.5/5""",14
10855,"""4.2/5""",221
12827,"""4.0/5""",133
48502,,0
23417,,0
19213,"""3.5/5""",9
34424,"""NEW""",0
11437,"""3.0/5""",9
34945,"""3.9 /5""",421
29538,"""3.7 /5""",434
39340,"""4.2 /5""",1453
41845,"""3.6 /5""",26
37411,,0
44221,"""3.7 /5""",511
7629,"""3.4/5""",9
28962,"""3.1 /5""",53
19378,"""3.3/5""",16
11785,"""NEW""",0
33155,"""3.1 /5""",41
9158,"""4.7/5""",1022
49156,"""3.3 /5""",13
29981,"""4.4 /5""",3674
28885,,0
25763,"""3.7/5""",35
22924,,0
22383,"""3.7/5""",22
19124,"""4.4/5""",689
33170,"""NEW""",0
49640,"""4.0 /5""",977
14199,"""3.1/5""",10
10109,,0
13126,"""3.8/5""",39
27882,"""4.0/5""",203
14627,"""4.3/5""",654
29244,"""NEW""",0
46470,"""3.8 /5""",18
30127,"""4.1 /5""",725
2816,"""3.4/5""",9
9606,,0
26177,"""2.3 /5""",120
36740,"""4.4 /5""",470
28696,"""4.2 /5""",100
35664,"""3.4 /5""",12
17951,"""4.4/5""",275
50638,,0
1634,,0
5474,"""3.5/5""",13
41512,"""3.2 /5""",4
21184,"""3.9 /5""",65
4513,"""3.8/5""",37
32960,,0
32010,"""4.2 /5""",1177
41272,"""4.0 /5""",784
46424,"""3.4 /5""",9
28461,"""4.3 /5""",1593
13156,"""NEW""",0
9105,"""3.9/5""",914
17147,"""3.9/5""",46
10709,"""3.5/5""",12
16974,"""4.6/5""",766
30959,"""4.1 /5""",445
23073,"""3.6/5""",10
18765,"""4.0/5""",84
9768,"""3.5/5""",35
36654,"""3.6 /5""",13
6836,"""NEW""",0
8736,"""3.2/5""",23
3231,"""4.4/5""",356
35565,,0
30441,"""3.0 /5""",53
6159,"""3.9/5""",23
25781,,0
16744,,0
21686,"""3.5 /5""",13
3252,"""4.1/5""",210
27522,,0
46021,"""3.2 /5""",4
22270,"""3.7/5""",28
13248,"""4.2/5""",538
51702,"""4.0 /5""",1094
43631,"""3.1 /5""",7
31487,"""3.9 /5""",501
28394,"""4.2 /5""",147
21140,"""2.9 /5""",177
25287,"""3.7/5""",93
18002,"""3.9/5""",847
160,"""3.3/5""",12
41284,,0
45898,"""3.2 /5""",135
20327,"""2.9/5""",177
3549,"""3.8/5""",70
17611,"""3.7/5""",69
42908,,0
48284,"""3.7 /5""",97
39548,"""4.1 /5""",196
21369,"""3.8 /5""",0
22173,"""3.7/5""",81
48929,"""4.0 /5""",856
47824,"""3.4 /5""",14
38411,"""3.0 /5""",96
32272,"""3.7 /5""",217
2457,"""3.7/5""",24
35344,"""3.6 /5""",74
53,"""4.0/5""",618
33920,"""4.2 /5""",1760
5745,"""3.4/5""",8
36934,"""4.3 /5""",172
45855,"""3.0 /5""",1275
43380,"""4.0 /5""",29
2364,"""3.6/5""",34
22537,"""NEW""",0
21108,"""3.7 /5""",72
31765,"""3.6 /5""",68
43103,"""4.0 /5""",122
35249,"""3.5 /5""",177
24046,"""4.1/5""",470
26903,"""3.8/5""",10
36194,,0
29104,,0
5674,"""NEW""",0
46697,"""3.4 /5""",10
24681,"""4.2/5""",1989
12283,"""3.3/5""",6
51649,"""4.7 /5""",7064
50775,,0
40258,"""4.2 /5""",174
8195,,0
20809,"""3.5/5""",41
49712,"""3.2 /5""",205
30982,"""4.0 /5""",40
44466,"""4.1 /5""",670
15926,"""4.4/5""",3764
50540,,0
17524,"""4.7/5""",7152
26645,"""4.2/5""",1285
49478,"""3.7 /5""",33
45560,"""4.0 /5""",220
3727,"""4.0/5""",42
11293,"""3.6/5""",16
51365,"""3.2 /5""",8
49362,"""NEW""",0
14171,"""3.6/5""",216
10314,"""2.8 /5""",75
50078,"""4.5 /5""",2878
11106,"""3.9/5""",67
33044,,0
44288,"""3.3 /5""",4
16077,"""3.5/5""",49
45230,"""4.3 /5""",1258
153,"""3.8/5""",505
19308,"""4.7/5""",9041
48984,"""4.1 /5""",105
6176,"""4.0/5""",188
43994,"""3.7 /5""",67
17138,"""3.7/5""",86
4565,"""3.4/5""",692
25950,,0
2880,"""3.9/5""",126
19250,"""3.2/5""",4
45945,"""3.4 /5""",6
42334,"""3.3 /5""",9
46125,"""3.9 /5""",120
1337,"""3.3/5""",7
6843,"""3.1/5""",6
20319,"""4.1/5""",740
20937,,0
23249,"""3.7/5""",37
23462,"""4.2/5""",1976
28258,,0
6915,"""3.1/5""",216
4121,"""4.4/5""",2182
46868,"""3.7 /5""",33
29787,"""3.2 /5""",16
37653,"""3.9 /5""",234
18833,"""3.6/5""",116
10133,,0
45584,"""3.0 /5""",64
42255,"""3.9 /5""",88
45748,"""3.4 /5""",155
8555,"""3.1/5""",266
43003,"""3.2 /5""",4
6614,"""4.3/5""",446
2619,"""3.6/5""",16
4427,"""NEW""",0
20157,"""3.6/5""",18
4491,"""NEW""",0
8010,"""3.4/5""",46
45599,"""4.0 /5""",134
1117,"""NEW""",0
39533,"""3.9 /5""",171
8317,,0
34215,"""3.7 /5""",21
9077,"""3.5/5""",11
22816,"""4.1/5""",427
9318,"""4.4/5""",1851
12852,"""3.2/5""",5
46390,"""3.2 /5""",9
24708,"""4.1/5""",223
39530,"""3.8 /5""",94
48901,"""4.3 /5""",300
26787,"""4.0/5""",114
34908,"""4.1 /5""",18
36335,"""NEW""",0
27238,"""3.4/5""",84
14461,"""3.2/5""",7
15786,"""4.3/5""",790
2929,"""3.6/5""",143
37945,"""3.3 /5""",6
11493,"""3.5/5""",39
27750,"""3.1/5""",120
13073,"""4.3/5""",860
33022,"""4.1 /5""",300
14263,"""3.2/5""",63
34372,"""3.3 /5""",4
48823,"""2.9 /5""",24
38863,"""3.7 /5""",68
22094,"""3.6/5""",241
44033,"""3.2 /5""",712
7520,"""3.4/5""",83
29951,"""4.0 /5""",70
4359,"""2.9/5""",22
35699,"""NEW""",0
28131,"""3.5/5""",17
4963,"""4.8/5""",7023
39575,"""3.4 /5""",62
482,"""4.2/5""",261
11067,"""3.1/5""",53
22192,"""2.8/5""",39
50531,"""4.0 /5""",277
39346,"""4.3 /5""",2265
28334,"""3.7 /5""",291
2564,"""4.3/5""",792
29828,"""3.6 /5""",22
16890,"""2.9/5""",46
51618,"""3.7 /5""",24
35623,"""3.1 /5""",121
48663,"""3.3 /5""",37
34477,"""3.3 /5""",9
21493,"""3.9 /5""",41
684,"""3.8/5""",120
24237,"""3.8/5""",173
35793,"""3.6 /5""",72
47486,"""3.9 /5""",148
574,"""3.9/5""",135
45645,"""NEW""",0
25619,,0
35886,"""NEW""",0
22964,"""3.6/5""",70
24743,"""3.9/5""",77
21199,"""3.4 /5""",70
25267,"""3.0/5""",52
7405,,0
21461,"""NEW""",0
37564,"""4.1 /5""",94
50019,,0
11317,,0
42502,"""3.9 /5""",149
29545,"""3.8 /5""",132
2108,,0
22136,"""3.9/5""",386
39103,,0
28676,"""3.7 /5""",468
49885,"""3.1 /5""",27
38444,"""3.9 /5""",91
49315,"""3.7 /5""",512
6584,"""2.8/5""",142
20568,"""3.1/5""",53
27094,"""3.4/5""",15
13080,"""3.8/5""",207
11636,"""3.9/5""",462
5621,"""3.9/5""",158
41004,"""3.4 /5""",66
29952,"""4.2 /5""",180
805,"""3.6/5""",35
44531,"""3.8 /5""",161
50200,"""3.8 /5""",11
12448,"""3.4/5""",11
22597,"""3.5/5""",15
3096,"""3.5/5""",9
48981,"""4.0 /5""",109
25973,"""3.4/5""",16
25666,"""3.0/5""",31
49186,"""3.8 /5""",30
19743,"""3.8/5""",295
8384,"""3.7/5""",59
20176,"""3.9/5""",191
6989,"""3.2/5""",22
14657,"""4.3/5""",285
39605,"""3.7 /5""",42
49104,"""3.3 /5""",9
8572,"""3.7/5""",327
22263,,0
631,"""3.9/5""",388
48868,"""4.0 /5""",34
24964,"""3.4/5""",9
16105,"""3.9/5""",30
44419,,0
20182,,0
21969,"""3.5/5""",270
35757,,0
50073,"""4.2 /5""",712
47839,"""3.7 /5""",16
43892,"""3.3 /5""",4
29990,"""4.4 /5""",384
32564,"""3.8 /5""",295
14822,"""2.9/5""",17
19671,"""3.8/5""",12
19932,"""3.4/5""",6
11680,"""4.2/5""",255
28222,"""3.8/5""",86
240,"""3.3/5""",4
30487,,0
6391,"""3.8/5""",95
37067,,0
39557,"""2.9 /5""",88
39078,,0
11410,"""2.7/5""",16
50667,,0
50552,"""3.1 /5""",8
46184,"""4.0 /5""",630
38305,"""3.3 /5""",9
29946,"""4.2 /5""",496
214,"""3.1/5""",39
44085,"""4.0 /5""",536
46124,"""3.9 /5""",1224
50787,,0
51547,"""2.9 /5""",203
23305,"""NEW""",0
30726,"""3.3 /5""",8
25858,"""3.8/5""",51
44310,,0
41650,"""3.1 /5""",14
8427,"""4.0/5""",356
20132,"""3.4/5""",6
20585,"""3.6/5""",16
35692,"""4.1 /5""",292
48258,"""4.1 /5""",463
37300,"""3.3 /5""",5
33538,"""3.5 /5""",15
10250,,0
21861,"""3.8/5""",23
36269,,0
31368,"""3.7 /5""",24
5552,"""4.3/5""",3126
3223,"""4.5/5""",197
21606,"""3.6 /5""",141
33377,"""3.7 /5""",19
49857,"""3.8 /5""",430
30731,"""NEW""",0
42442,"""3.6 /5""",125
46670,"""3.8 /5""",35
29476,"""3.9 /5""",127
44342,"""3.6 /5""",74
23987,"""NEW""",0
8666,"""3.9/5""",347
3087,"""3.8/5""",39
16851,"""4.3/5""",229
14275,"""4.0/5""",117
17296,,0
24809,"""3.1/5""",13
6052,"""4.4/5""",2392
7821,"""3.5/5""",13
13555,"""2.8/5""",44
4569,"""3.7/5""",404
31912,,0
43072,"""3.6 /5""",53
7347,"""3.6/5""",195
49471,"""NEW""",0
14680,"""3.8/5""",89
46577,,0
38539,,0
14692,"""3.0/5""",58
40959,"""4.1 /5""",671
13784,,0
32851,"""3.9 /5""",214
44252,"""3.7 /5""",168
23625,"""3.7/5""",26
3302,"""3.3/5""",5
9672,"""3.4/5""",10
36287,,0
6918,"""3.0/5""",458
43091,"""3.8 /5""",25
9075,"""4.0/5""",1229
22754,"""3.8/5""",24
16221,"""3.1/5""",570
513,"""3.5/5""",7
12363,"""3.4/5""",7
1229,"""3.5/5""",8
28309,"""4.6 /5""",7120
12824,"""3.4/5""",10
22401,"""3.1/5""",14
16979,"""4.2/5""",583
24746,"""3.4/5""",28
719,,0
44679,"""3.3 /5""",6
15443,"""3.7/5""",58
30267,"""3.5 /5""",12
14699,"""4.1/5""",389
7412,"""3.6/5""",30
50403,"""3.6 /5""",16
196,"""3.9/5""",57
10360,,0
5405,"""4.2/5""",937
5295,"""3.1/5""",18
14820,"""4.0/5""",209
26427,"""3.3 /5""",38
49127,,0
11433,"""3.8/5""",21
26571,"""4.2/5""",815
26104,"""3.6 /5""",80
27575,"""4.5/5""",3467
18995,"""4.1/5""",146
14013,,0
26370,,0
27601,"""3.7/5""",21
13603,"""3.5/5""",18
8910,"""3.4/5""",6
36003,"""3.0 /5""",15
17840,"""3.0/5""",398
43516,,0
27170,"""3.6/5""",97
36159,,0
33071,,0
38993,"""2.9 /5""",18
9693,"""3.7/5""",17
1261,"""3.7/5""",46
34373,"""2.9 /5""",14
30423,"""NEW""",0
11956,"""3.4/5""",14
28527,"""4.5 /5""",42
7004,"""NEW""",0
24365,"""3.1/5""",13
37891,"""3.0 /5""",9
24255,,0
23936,"""3.9/5""",87
48846,"""3.0 /5""",197
8444,"""4.1/5""",1959
34262,"""3.8 /5""",41
9649,,0
49791,"""3.0 /5""",321
32024,"""3.7 /5""",68
24655,"""3.1/5""",27
22919,,0
44900,"""4.2 /5""",743
27450,"""3.6/5""",71
42632,"""4.0 /5""",56
26748,"""3.4/5""",137
43021,"""3.1 /5""",9
38966,"""3.9 /5""",56
22988,"""3.9/5""",48
23813,"""3.3/5""",6
16371,,0
26232,"""3.7 /5""",103
41287,,0
49738,,0
2163,"""2.9/5""",58
32586,"""3.9 /5""",523
34631,"""3.7 /5""",27
32868,"""3.3 /5""",12
8898,"""3.8/5""",41
19500,"""3.4/5""",130
20461,"""4.1/5""",1003
7936,"""3.6/5""",30
4110,"""2.9/5""",27
45112,"""3.7 /5""",24
10151,,0
27085,"""3.2/5""",28
42775,"""4.0 /5""",38
3751,"""4.3/5""",403
24197,"""4.2/5""",533
36564,"""3.6 /5""",19
47601,"""4.0 /5""",57
20427,"""3.4/5""",6
12254,"""3.2/5""",5
15719,,0
23224,"""4.4/5""",4410
8212,"""3.7/5""",25
8067,"""3.7/5""",32
10966,"""4.1/5""",1336
39344,"""4.2 /5""",220
1908,"""NEW""",0
29991,"""3.1 /5""",11
22316,"""4.0/5""",1016
43076,"""4.0 /5""",186
33011,,0
37115,"""3.9 /5""",468
43928,"""4.3 /5""",509
28348,"""4.1 /5""",221
18702,"""4.2/5""",902
27686,,0
31876,,0
45071,"""3.9 /5""",90
37951,"""3.8 /5""",32
47597,"""3.5 /5""",75
12710,"""4.0/5""",108
15280,"""3.7/5""",68
21380,"""3.0 /5""",30
10140,"""3.4/5""",212
7913,"""4.3/5""",517
27613,"""3.8/5""",110
47499,"""4.2 /5""",1773
47780,"""3.8 /5""",38
583,"""3.9/5""",133
9177,"""3.9/5""",64
2856,"""3.8/5""",469
45281,"""3.5 /5""",9
11014,"""3.7/5""",31
37558,"""4.5 /5""",580
17858,"""2.8/5""",94
37943,"""4.4 /5""",2052
15848,"""NEW""",0
34320,,0
3610,"""3.7/5""",39
35291,"""3.5 /5""",12
15924,"""4.0/5""",188
22441,"""3.6/5""",34
9812,"""3.3/5""",18
4087,"""4.2/5""",1383
49527,,0
46218,"""3.8 /5""",93
3479,"""4.2/5""",244
40021,"""3.3 /5""",5
18302,"""3.8/5""",24
31170,"""4.2 /5""",414
33902,"""3.8 /5""",65
5581,"""NEW""",0
18730,"""4.3/5""",700
35160,"""4.2 /5""",50
35914,,0
27346,"""3.4/5""",10
34393,,0
2535,"""2.9/5""",8
21898,"""2.6/5""",174
41018,"""2.7 /5""",12
28174,"""4.2/5""",600
11155,"""4.2/5""",289
3207,"""3.3/5""",41
27544,"""2.9/5""",361
20040,"""3.2/5""",7
44425,"""4.5 /5""",2732
25068,"""3.4/5""",5
13570,"""3.6/5""",33
20,"""3.0/5""",62
46983,"""4.1 /5""",405
14108,"""3.4/5""",7
40360,"""3.8 /5""",215
11232,"""3.8 /5""",1
2698,,0
34273,"""3.9 /5""",96
36307,"""3.5 /5""",7
29025,"""3.5 /5""",15
29745,"""4.2 /5""",289
6109,"""4.1 /5""",1022
50902,"""NEW""",0
33076,"""3.1 /5""",5
39933,"""3.7 /5""",168
46783,"""3.2 /5""",4
23003,"""3.9/5""",86
33294,,0
1990,"""3.9/5""",52
49073,"""4.1 /5""",1036
1940,"""4.5/5""",1179
33286,"""3.6 /5""",25
47967,"""4.2 /5""",2859
24963,"""3.3/5""",6
16106,"""3.4/5""",10
5787,,0
21571,"""3.3 /5""",13
17518,"""3.7/5""",51
2986,"""4.0/5""",232
17049,"""3.7/5""",86
41735,"""3.4 /5""",115
29977,"""2.9 /5""",42
32552,"""3.9 /5""",454
37163,"""3.7 /5""",28
43049,"""4.3 /5""",485
12270,"""4.1/5""",54
37022,,0
24777,"""NEW""",0
37278,"""3.7 /5""",114
30669,,0
11176,"""3.6/5""",29
40326,,0
6759,"""3.8/5""",24
18935,"""2.9/5""",48
19096,,0
26785,"""3.9/5""",43
42922,"""3.9 /5""",42
43106,"""3.5 /5""",14
30096,"""3.7 /5""",52
50015,"""3.0 /5""",21
37887,"""4.3 /5""",120
1268,"""4.2/5""",1278
21699,,0
22603,,0
42215,"""4.1 /5""",129
45275,"""3.3 /5""",6
17325,"""3.6/5""",155
21735,"""3.8/5""",234
23596,"""4.2/5""",177
9151,"""3.5/5""",9
12411,"""3.7/5""",14
39635,"""3.3 /5""",210
42317,"""3.1 /5""",12
37959,"""3.4 /5""",16
29553,"""3.7 /5""",26
36273,,0
27489,"""3.4/5""",7
34975,"""3.5 /5""",139
10582,"""3.6/5""",24
8783,"""3.9/5""",237
15843,"""4.4/5""",190
441,"""3.4/5""",12
5050,"""4.3/5""",3547
50482,"""2.7 /5""",35
19596,"""4.0/5""",206
18082,"""3.4/5""",11
6395,"""3.5/5""",33
47814,"""NEW""",0
7579,"""3.1/5""",11
27635,"""3.2/5""",6
5462,"""3.5/5""",20
542,"""3.6/5""",46
2630,"""3.7/5""",21
46533,"""3.5 /5""",7
2898,"""3.8/5""",148
25969,"""NEW""",0
32428,"""4.0 /5""",18
41180,"""2.8 /5""",68
2075,"""3.3/5""",50
50071,"""3.6 /5""",259
18596,"""3.2 /5""",6
23407,"""3.7/5""",37
27611,"""3.7/5""",41
47578,"""2.8 /5""",56
16510,"""2.9/5""",19
46662,,0
14995,"""3.2/5""",4
13374,"""3.8/5""",115
44354,"""3.4 /5""",11
7333,"""2.8/5""",43
15745,"""NEW""",0
27027,,0
30141,"""3.7 /5""",24
43525,"""2.6 /5""",26
24542,"""3.0/5""",8
29222,"""4.4 /5""",2362
49160,"""4.3 /5""",273
1105,"""3.0/5""",45
9692,"""3.4/5""",5
48377,"""3.0 /5""",20
1591,,0
10613,"""3.7/5""",27
46880,,0
8319,"""3.7/5""",49
29037,"""3.1 /5""",6
8917,"""3.6/5""",64
28207,"""3.7/5""",73
34475,"""3.2 /5""",64
16528,"""3.5/5""",14
4543,"""3.1/5""",7
48754,"""3.3 /5""",5
47793,"""4.5 /5""",3599
28152,"""4.2/5""",1531
461,"""4.0/5""",232
33892,"""3.4 /5""",65
29313,"""4.5 /5""",549
26464,,0
33599,"""3.9 /5""",144
41962,"""3.1 /5""",95
38813,"""3.6 /5""",118
44516,"""3.7 /5""",29
14359,"""3.6/5""",10
31079,"""4.3 /5""",2304
2603,"""3.9/5""",35
6683,"""4.3/5""",3484
36788,"""3.7 /5""",291
32105,"""4.0 /5""",1871
30268,"""4.0 /5""",151
2165,"""3.3/5""",5
47423,,0
32184,"""4.1 /5""",894
24712,"""3.9/5""",19
23965,"""3.6/5""",24
38182,"""3.8 /5""",81
36163,,0
5547,"""4.1/5""",207
44536,,0
39685,"""3.2 /5""",10
16022,"""3.7/5""",532
37385,,0
39643,"""3.7 /5""",34
19795,"""4.3/5""",289
4730,,0
21972,"""4.1/5""",240
368,"""3.6/5""",22
24420,"""3.5/5""",7
40584,"""3.6 /5""",38
41430,"""4.0 /5""",55
30352,"""3.0 /5""",61
1449,"""3.5/5""",12
11749,,0
3241,"""3.7/5""",47
16231,"""3.9/5""",181
10139,"""3.3/5""",67
31496,"""3.8 /5""",28
47983,"""4.1 /5""",1750
26380,"""3.3 /5""",6
47602,"""4.2 /5""",745
36570,"""3.3 /5""",4
16848,"""NEW""",0
29125,,0
14443,"""NEW""",0
8546,"""3.6/5""",37
24902,"""4.0/5""",175
24201,"""3.8/5""",185
18102,"""4.0/5""",133
13125,"""3.9/5""",49
15779,,0
24672,"""4.4/5""",2329
42084,,0
24026,"""3.7/5""",370
14525,"""3.5/5""",8
27795,"""3.3/5""",16
19049,"""4.4/5""",580
17090,"""3.2/5""",4
15478,,0
23538,"""2.9/5""",154
45250,"""4.0 /5""",43
161,"""3.3/5""",12
5125,"""4.0/5""",1072
4362,"""2.5/5""",52
38828,"""3.3 /5""",4
17016,"""3.9/5""",602
35072,"""3.9 /5""",358
1146,"""3.7/5""",32
5873,"""3.9/5""",34
37277,"""3.3 /5""",10
12568,"""4.4/5""",264
41784,,0
21426,"""3.6 /5""",11
3213,"""3.5/5""",11
50177,"""3.8 /5""",16
18847,,0
32759,"""3.5 /5""",59
25621,,0
7027,"""3.8/5""",36
9635,"""3.3/5""",5
13793,,0
28147,,0
43051,"""4.4 /5""",1109
11166,"""3.6/5""",23
10909,"""4.5/5""",678
5781,,0
21111,,0
8045,"""3.6/5""",39
18375,"""4.2/5""",1855
32816,"""2.9 /5""",13
1914,"""3.7/5""",24
21893,"""3.5/5""",93
29027,,0
13627,"""NEW""",0
21103,"""2.8 /5""",210
45015,"""3.8 /5""",1850
21711,"""3.5 /5""",14
16582,"""3.4/5""",5
10082,"""3.2/5""",4
32573,"""4.0 /5""",790
10120,"""NEW""",0
25534,"""3.9/5""",77
49573,"""3.1 /5""",16
26727,,0
18939,"""3.0/5""",16
20740,,0
22171,"""3.8/5""",44
40631,"""4.0 /5""",173
40878,,0
4464,"""3.1/5""",69
29847,,0
47705,"""3.6 /5""",26
46866,"""3.2 /5""",4
14502,,0
36298,,0
10745,"""3.2/5""",13
17905,"""4.1/5""",167
48182,"""4.6 /5""",1095
41357,,0
39464,"""3.3 /5""",535
13992,"""3.0/5""",22
9671,"""3.5/5""",13
20226,"""3.8/5""",210
48773,"""4.2 /5""",3140
41491,"""3.5 /5""",8
10976,"""3.8/5""",658
16667,"""3.3/5""",12
31533,"""3.3 /5""",10
44658,"""3.5 /5""",28
47770,"""4.3 /5""",3498
39540,"""4.0 /5""",124
8785,"""3.6/5""",41
49401,"""4.2 /5""",30
29507,"""4.3 /5""",341
6543,"""3.3/5""",201
36182,"""3.4 /5""",6
15226,"""3.8/5""",29
32257,"""4.0 /5""",358
9199,"""4.1/5""",337
45594,"""2.8 /5""",119
36476,"""3.4 /5""",99
20048,"""3.6/5""",41
45950,"""3.3 /5""",55
33266,"""3.4 /5""",212
39113,"""3.1 /5""",28
37790,"""3.6 /5""",46
39683,"""4.3 /5""",863
38011,,0
26187,"""3.9 /5""",58
37261,,0
12530,"""4.1/5""",452
8260,"""4.9/5""",6375
29065,,0
41055,"""3.3 /5""",32
34250,"""3.9 /5""",96
28883,,0
15489,,0
45666,"""3.8 /5""",139
10049,,0
11134,"""3.7/5""",54
1590,"""3.3/5""",7
